Полное ФИО;Серия Номер;Пункт Отправления;Пункт Назначения;Время Отправления;Время Прибытия;Номер Поезда;Вагон-Место;Цена;Карта;cluster
Степанов Глеб Александрович;4858_827437;Керчь;Волгоград;2013-09-21T20:28;2013-09-22T12:54;520.0;4_1;4286.0;2204417000687513_;3.0
Колесников Илья Степанович;8104_745878;Новосибирск;Новороссийск;2070-08-11T20:15;2070-08-15T11:45;553.0;17_11;3020.0;4100185385723756_;5.0
Елисеева Белла Владленовна;6837_346842;Нижний Новгород;Санкт-Петербург;2019-03-31T14:16;2019-04-01T11:19;134.0;2_26;588.0;4567862103556002_;5.0
Симонов Аполлон Платонович;3740_666601;Воронеж;Москва;2036-08-15T12:50;2036-08-15T18:30;314.0;6_39;517.0;5400616568547080_;10.0
Захаров Павел Лаврентьевич;3989_398301;Ртищево;Рязань;2032-01-17T03:00;2032-01-17T14:20;89.0;26_3;826.0;4100122224711442_;3.0
Алексеев Валентин Ильич;9650_972860;Талица;Тюмень;2014-10-06T12:42;2014-10-06T14:03;749.0;3_11;536.0;5469366121056147_;6.0
Медведев Степан Игоревич;4180_211211;Новосибирск;Москва (Восточный);2027-11-09T18:00;2027-11-11T20:28;28.0;6_43;681.0;2202864447421105_;3.0
Михайлов Евграф Ильич;7730_488364;Волгоград;Арзамас;2017-03-10T19:25;2017-03-11T13:05;572.0;4_1;536.0;2200028225174857_;7.0
Тарасова Вероника Денисовна;7714_730692;Нижний Новгород;Шахунья;2016-03-14T06:00;2016-03-14T09:20;605.0;4_1;536.0;2200028225174857_;7.0
Ершова Юлия Юрьевна;2280_753237;Рязань;Воронеж;2031-08-15T04:45;2031-08-15T09:45;283.0;4_1;536.0;2200028225174857_;2.0
Гусева Анастасия Константиновна;5309_384377;Москва;Владикавказ;2019-02-03T23:20;2019-02-05T05:26;189.0;29_4;1366.0;4000465714573642_;3.0
Дмитриев Наум Назарович;9373_430578;Воронеж;Москва;2013-01-00T12:00;2020-08-08T14:45;166.0;31_5;706.0;5469222721570161_;5.0
Николаев Филипп Даниилович;2476_195537;Рязань;Краснодар;2013-01-00T12:00;2020-08-08T14:45;179.0;10_6;716.0;5100677623878570_;5.0
Коновалов Илья Арсеньевич;7694_787934;Москва;Санкт-Петербург;2015-12-17T08:30;2015-12-17T12:33;703.0;1_14;633.0;5500880418643062_;7.0
Давыдов Геннадий Анатольевич;6385_924033;Волгоград;Краснодар;2037-03-07T12:14;2037-03-07T22:55;671.0;4_4;544.0;2200756374205403_;7.0
Трофимов Тимур Владиславович;1489_497130;Мичуринск;Грязи;2023-07-07T03:30;2023-07-07T06:30;345.0;25_5;593.0;4000772520561430_;10.0
Новикова Полина Тимуровна;8529_409140;Москва;Тамбов;2016-01-06T19:00;2016-01-07T05:51;15.0;18_10;812.0;5200486360835171_;3.0
Мишин Максим Фёдорович;7818_512683;Актюбинск;Кульсары;2026-11-07T03:16;2026-11-07T13:53;39.0;1_6;519.0;4817385128221425_;3.0
Соловьев Василий Романович;5462_751275;Мин. Воды;Владикавказ;2029-11-14T17:20;2029-11-15T08:00;267.0;8_24;658.0;5500885010004583_;1.0
Мальцев Олег Эрнестович;8936_299728;Владимир;Нижний Новгород;2040-09-09T08:55;2040-09-09T15:20;88.0;15_1;569.0;5400128554142034_;5.0
Сидорова Элла Степановна;0115_760601;Воронеж;Москва;2014-01-02T03:33;2014-01-02T10:45;466.0;7_35;525.0;4567404857671048_;8.0
Сидорова Элла Степановна;0115_760601;Волгоград;Санкт-Петербург;2051-10-25T03:07;2051-10-26T00:45;72.0;15_15;733.0;5100063216382287_;3.0
Сидорова Элла Степановна;0115_760601;Ростов-на-Дону;Краснодар;2013-12-16T07:56;2013-12-16T15:08;581.0;20_5;707.0;4817307682306548_;9.0
Сидорова Элла Степановна;0115_760601;Великие Луки;Бологое;2021-04-28T17:25;2021-04-28T21:05;646.0;2_13;506.0;4300888216578633_;6.0
Ершова Снежана Федоровна;0977_255825;Муром;Арзамас;2013-08-25T03:58;2013-08-25T08:46;653.0;3_51;514.0;2202841018862452_;6.0
Некрасова Евгения Данииловна;5203_717804;Самара;Котлас;2054-03-23T23:50;2054-03-25T08:08;311.0;3_24;596.0;2204740453045022_;2.0
Ефремов Тигран Тигранович;1421_118529;Новороссийск;Староминская;2014-05-27T07:00;2014-05-27T12:24;599.0;30_3;678.0;4000063227562385_;8.0
Соболев Николай Юрьевич;5537_401852;Рязань;Москва (Восточный);2017-05-10T02:21;2017-05-10T07:33;38.0;5_20;521.0;5334402428548404_;3.0
Михайлов Руслан Архипович;2757_980571;Рузаевка;Москва;2014-07-10T21:12;2014-07-11T08:36;366.0;26_7;855.0;4276351723238383_;1.0
Колесников Аполлон Степанович;1422_693348;Нижний Новгород;Москва;2037-12-11T04:52;2037-12-11T16:05;403.0;6_52;540.0;4567368504305456_;10.0
Давыдов Лев Елисеевич;5643_359107;Самара;Саратов;2016-06-04T11:49;2016-06-04T20:06;551.0;1_2;514.0;2207444147866735_;7.0
Белова Виталина Аркадьевна;2184_248157;Омск;Красноярск;2013-03-26T13:35;2013-03-27T04:27;237.0;20_16;660.0;5486156406573263_;4.0
Лазарев Марк Ярославович;8876_822224;Самара;Волгоград;2093-06-23T15:50;2093-06-24T16:30;685.0;1_10;603.0;4000808007118177_;7.0
Андреев Артур Игоревич;3485_802090;Шаля;Екатеринбург;2015-01-21T18:34;2015-01-21T20:36;635.0;8_12;508.0;5500444004820835_;6.0
Соловьёва Галина Денисовна;2588_568671;Туапсе;Ростов-на-Дону;2050-06-25T11:35;2050-06-26T06:55;468.0;2_57;790.0;2207635634300014_;10.0
Щербакова Ева Дмитриевна;1433_368696;Казань;Пермь;2044-08-13T23:00;2044-08-14T08:00;364.0;5_28;532.0;4817011255481321_;10.0
Тарасов Максим Владимирович;9387_535046;Волгоград;Самара;2015-10-04T15:17;2015-10-05T04:48;698.0;26_14;905.0;5469488771282688_;9.0
Киселев Григорий Арсеньевич;8259_523249;Ростов-на-Дону;Москва;2022-01-17T06:20;2022-01-18T00:23;248.0;16_17;1019.0;2200425520041006_;5.0
Андреева Жанна Дамировна;1782_988907;Ростов-на-Дону;Москва;2019-10-21T21:15;2019-10-22T11:18;602.0;2_8;525.0;4300546012711087_;7.0
Смирнова Изабелла Геннадиевна;2310_958039;Самара;Пугачевск;2027-05-31T21:22;2027-06-01T01:54;103.0;5_6;516.0;4300756227426310_;5.0
Афанасьева Стелла Эмильевна;2265_934719;Воронеж;Рязань;2013-11-25T18:36;2013-11-25T22:13;748.0;2_3;619.0;2200271852730863_;7.0
Соловьев Савелий Русланович;3011_988821;Крымская;Анапа;2025-07-06T05:24;2025-07-06T10:00;155.0;8_3;519.0;5100061028215687_;5.0
Сидоров Глеб Богданович;6210_233360;Москва;Обнинск;2014-02-07T13:00;2014-02-07T14:01;767.0;1_3;554.0;5469667281608258_;6.0
Баранова Тамара Петровна;2274_897586;Санкт-Петербург;Краснодар;2029-01-21T22:35;2029-01-23T14:50;285.0;24_4;1755.0;5200735517664753_;5.0
Виноградов Василий Владимирович;5943_926349;Омск;Красноярск;2052-07-15T02:10;2052-07-16T05:34;271.0;5_42;582.0;2202443027282472_;1.0
Миронов Тимофей Давидович;1756_125437;Казань;Санкт-Петербург;2056-05-31T07:51;2056-06-01T09:05;28.0;2_59;878.0;4817047750270056_;3.0
Зайцев Серафим Эльдарович;2915_998024;Абакан;Омск;2030-09-28T12:45;2030-09-30T07:12;422.0;6_22;678.0;5469542845181011_;10.0
Жукова Нинель Георгиевна;8923_387112;Ростов-на-Дону;Астрахань;2049-08-09T01:40;2049-08-09T17:40;137.0;3_13;567.0;5500363302272611_;5.0
Фролова Кира Арсеньевна;8991_118121;Ярославль;Котлас;2041-03-12T07:05;2041-03-13T06:35;393.0;12_21;753.0;5334503372164406_;2.0
Киселев Валентин Ильич;1424_898421;Ростов-на-Дону;Волгоград;2017-09-27T08:03;2017-09-27T15:19;484.0;5_1;2174.0;4100300020304664_;5.0
Захаров Денис Игоревич;2274_920877;Саратов;Волгоград;2029-11-18T19:10;2029-11-19T04:50;451.0;1_15;517.0;2207812741683546_;8.0
Титова Ирина Никитична;0812_525556;Москва;Севастополь;2054-09-29T09:39;2054-09-30T23:15;289.0;2_31;1064.0;4567563228338528_;5.0
Давыдов Степан Емельянович;8709_326175;Москва;Волгоград;2021-01-18T02:41;2021-01-19T10:45;417.0;9_30;846.0;5400317681682027_;2.0
Тарасов Владлен Русланович;7218_396486;Крымская;Анапа;2014-08-11T05:24;2014-08-11T10:00;155.0;8_18;519.0;4817372808345737_;5.0
Комаров Елисей Юрьевич;6389_494541;Рузаевка;Саранск;2026-07-24T01:44;2026-07-24T07:06;365.0;5_1;1736.0;4567136650716811_;5.0
Ефимова Белла Наумовна;5879_880499;Адлер;Красноярск;2027-12-21T11:15;2027-12-25T14:18;472.0;19_2;3590.0;2202045450724888_;3.0
Романова Полина Руслановна;9777_546593;Рузаевка;Пенза;2017-02-25T06:10;2017-02-25T09:10;93.0;12_3;510.0;4100087621253733_;5.0
Алексеев Даниил Пантелеевич;5428_827904;Томск;Адлер;2013-04-16T20:30;2013-04-21T11:30;521.0;2_14;699.0;5100046576584826_;10.0
Давыдова Юнона Климовна;6269_714507;Саратов;Самара;2044-10-08T18:30;2044-10-09T03:20;194.0;2_8;515.0;4100248004871372_;1.0
Мишин Станислав Дамирович;0488_941790;Туапсе;Краснодар;2015-01-21T10:37;2015-01-21T12:18;732.0;3_2;555.0;4567310076432667_;6.0
Зимина Фёкла Емельяновна;8959_563912;Москва;Киров;2040-05-13T05:40;2040-05-15T00:56;439.0;16_25;967.0;4100520542656448_;1.0
Никитина Арина Прокофьевна;6609_308105;Тула;Москва;2015-05-03T06:45;2015-05-03T09:15;688.0;2_44;537.0;5500811422022145_;6.0
Куликов Тимофей Эмильевич;7163_442753;Ростов-на-Дону;Сочи;2013-05-19T13:03;2013-05-19T18:14;239.0;5_32;518.0;2200548251482624_;1.0
Васильева Надежда Макаровна;4681_365075;Адлер;Сочи;2067-09-03T23:45;2067-09-04T08:45;590.0;19_1;770.0;5500565337038444_;9.0
Романов Авраам Никитич;1746_585919;Ростов-на-Дону;Симферополь;2059-03-24T05:35;2059-03-24T20:45;571.0;29_3;1000.0;5100745334140305_;2.0
Пономарев Степан Елистратович;5768_331144;Череповец;Вологда;2015-03-23T02:12;2015-03-23T06:53;309.0;27_2;634.0;5200766517546637_;2.0
Соболев Серафим Васильевич;3510_236637;Севастополь;Ростов-на-Дону;2026-11-06T01:00;2026-11-07T05:48;290.0;1_12;551.0;5400300807050881_;2.0
Захарова Юлия Кристоферовна;8908_512530;Москва (Восточный);Казань;2037-02-09T23:35;2037-02-10T16:25;145.0;3_1;4378.0;5400323620381147_;3.0
Сафронова Раиса Владленовна;5229_167926;Канаш;Москва;2027-09-19T15:46;2027-09-20T04:34;398.0;5_1;3449.0;5200686012058847_;3.0
Сергеев Серафим Евгеньевич;2623_827637;Екатеринбург;Ростов-на-Дону;2033-01-24T19:40;2033-01-26T13:40;351.0;1_12;1130.0;5334824078671045_;4.0
Емельянова Евгения Евграфовна;1795_950114;Воронеж;Кисловодск;2022-02-18T22:30;2022-02-20T00:00;621.0;30_10;1265.0;5400273817318228_;2.0
Борисова Лидия Юрьевна;7812_473884;Ачинск;Абакан;2053-06-24T11:30;2053-06-24T23:30;321.0;12_8;543.0;4567014736118846_;10.0
Гусев Леонид Георгиевич;1425_561474;Сочи;Адлер;2016-06-16T05:32;2016-06-16T15:20;577.0;2_41;647.0;5469673651024736_;8.0
Ромашкина Камилла Денисовна;0117_162489;Печора;Котлас;2045-09-28T01:16;2045-09-28T11:04;42.0;8_24;535.0;5486168211634145_;3.0
Назаров Вадим Владимирович;2784_568565;Севастополь;Москва;2013-01-00T12:00;2020-08-08T14:45;420.0;24_1;910.0;5100170583488277_;1.0
Волков Леонид Лукич;2816_050122;Рязань;Москва;2013-01-00T12:00;2020-08-08T14:45;11.0;3_1;1890.0;2207586886283777_;3.0
Смирнов Святослав Эльдарович;8141_469630;Краснодар;Москва;2013-01-00T12:00;2020-08-08T14:45;105.0;2_34;533.0;5100765302141323_;5.0
Фролова Доминика Савельевна;1737_632279;Воронеж;Мин. Воды;2038-02-26T22:30;2038-02-27T15:30;621.0;5_34;571.0;2207177580512608_;7.0
Иванов Владимир Лукич;2014_477235;Краснодар;Москва;2035-03-13T01:33;2035-03-13T17:45;434.0;4_4;548.0;5486141837270427_;9.0
Гаврилова Регина Емельяновна;3726_040726;Анапа;Ростов-на-Дону;2048-01-28T17:00;2048-01-29T09:02;180.0;5_1;4194.0;2204840524561723_;3.0
Марков Артём Кузьмич;9697_665550;Рязань;Имеретинский Курорт;2033-02-10T17:47;2033-02-11T20:15;569.0;16_12;785.0;5400863545701378_;10.0
Дмитриев Егор Архипович;7316_443547;Ростов-на-Дону;Москва;2017-11-30T22:22;2017-12-01T02:26;188.0;1_5;507.0;2202207186365178_;4.0
Марков Богдан Петрович;9687_590936;Ростов-на-Дону;Москва;2017-02-28T08:58;2017-02-28T19:35;96.0;5_58;531.0;2202102523858768_;5.0
Андреев Лев Леонидович;0150_689257;Ростов-на-Дону;Москва;2032-03-01T19:15;2032-03-03T13:43;454.0;2_15;1137.0;5400871566045044_;1.0
Дмитриев Климент Арсеньевич;4608_845639;Ростов-на-Дону;Москва;2065-05-17T02:50;2065-05-18T01:40;668.0;15_5;1185.0;5334551684028414_;2.0
Быкова Раиса Петровна;8583_114150;Ростов-на-Дону;Гагра;2021-07-15T21:33;2021-07-16T12:06;313.0;3_1;3852.0;5400227527803162_;3.0
Лобанова Ядвига Робертовна;8609_192981;Ростов-на-Дону;Староминская;2016-03-19T05:56;2016-03-19T13:37;151.0;2_42;532.0;5400214814508160_;5.0
Елисеева Кира Никитична;9089_543470;Армавир;Краснодар;2019-10-21T07:15;2019-10-21T12:15;692.0;1_33;575.0;4276072185538856_;7.0
Селиванова Элла Наумовна;4574_641730;Санкт-Петербург;Вологда;2017-06-24T09:00;2017-06-24T20:00;683.0;4_15;533.0;5200664866254175_;6.0
Баранова Юлия Эльдаровна;1487_881510;Киров;Москва;2075-04-02T15:34;2075-04-03T04:35;360.0;2_2;695.0;4100248826036642_;2.0
Суханов Савелий Лаврентьевич;1512_555501;Екатеринбург;Новороссийск;2038-01-02T11:45;2038-01-04T20:51;449.0;19_6;2281.0;4276120812740426_;5.0
